UniqueID,wave2.dum,wave3.dum,mg.asp_w2,mg.asp_w3,mg.pln_w1,mg.pln_w2,mg.pln_w3,treat.dum,Region,nonmissing2,nonmissing3,wt2,wt3,bus.location,bus.open,bus.purchases,bus.hire,bus.profit,bus.close,self.suff_w2,efficacy_w2,placeat_w2,self.suff_w3,efficacy_w3,placeat_w3,age,educ,male,bs.exp.now,bs.exp.past,Score,job_w1,top.dest.d_w1,top.dest.d_w2,top.dest.d_w3,nt.mg.afr,nt.mg.good.afr,nt.mg.cnt.afr,nt.mg.out,nt.mg.good.out,nt.mg.cnt.out,gvt.rg.cmpl_w2,gvt.rg.cmpl_w3,bs.supp_w2,bs.supp_w3,nt.bs,nt.bs.cnt,occup,bribes.common_w2,bribes.common_w3,gvt.rg.unpred_w2,gvt.rg.unpred_w3,mg.ab.work_w2,mg.ab.work_w3,mg.ab.tourist_w2,mg.ab.tourist_w3,mg.ab.bw_w2,mg.ab.bw_w3,cvd.rch.econ_w2,cvd.rch.econ_w3,lost.job.dum,lost.job,bw.risk_w2,bw.risk_w3,mg.ab_w2,mg.ab_w3,rsktkr
435,1,0,1,NA,2,1,NA,0,West Coast Region,TRUE,FALSE,1.0409214011760513,1.2221884396094806,NA,NA,NA,NA,NA,NA,4,3.33333333333333,2,NA,NA,NA,26,2,1,1,0,53,1,1,1,NA,5,5,5,15,15,NA,5,NA,2,NA,10,5,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,NA,4,NA,2,NA,2,NA,1,NA,NA,NA,0,2,8,NA,2,NA,10
436,1,0,1,NA,2,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.0794401889745513,1.4234733365197585,NA,NA,NA,NA,NA,NA,3.71428571428571,3.33333333333333,3,NA,NA,NA,34,2,0,1,0,60,0,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,5,0,Housewife/homemaker,4,NA,4,NA,2,NA,4,NA,1,NA,NA,NA,0,0,2,NA,3,NA,10
437,1,1,5,4,2,1,1,0,West Coast Region,TRUE,TRUE,1.1929925714942662,1.8021992106794298,1,1,0,0,1,0,2.85714285714286,4.33333333333333,1,4,3.66666666666667,3,32,2,0,1,0,47,1,0,1,1,2,2,1,NA,NA,NA,4,4,2,4,3,1,Trader/hawker/vendor,4,3,4,4,5,3,4,1,1,2,NA,4,0,2,8,10,4,3,10
438,0,0,NA,NA,3,NA,NA,1,Greater Banjul Area,FALSE,FALSE,1.1026473786478066,1.4316315793644887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,0,1,0,53,1,1,NA,NA,4,2,2,7,4,3,NA,NA,NA,NA,6,2,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2,NA,NA,NA,NA,10
439,1,1,4,4,1,2,2,0,Greater Banjul Area,TRUE,TRUE,1.078073491853482,1.467764990097798,0,0,0,0,0,0,3.28571428571429,2.66666666666667,4,3,3.66666666666667,2,33,2,1,1,0,53,1,1,1,1,1,7,NA,50,30,NA,4,4,2,2,5,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",3,4,4,4,3,3,2,3,3,3,NA,4,0,2,5,5,3,3,0
440,1,1,4,3,2,1,1,0,Greater Banjul Area,TRUE,TRUE,1.0722617079792887,1.4533254931892186,1,1,1,0,0,1,3.42857142857143,2.66666666666667,3,3.57142857142857,4,1,35,3,1,1,0,60,1,0,0,1,7,3,1,5,3,4,4,5,2,2,20,3,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,5,3,0,4,1,2,4,2,0,2,5,10,3,2,10
441,1,1,5,2,2,3,1,1,Greater Banjul Area,TRUE,TRUE,1.048215866855981,1.2648625381478733,0,1,1,0,1,0,5,4,3,5,3.33333333333333,2,32,2,0,1,0,73,0,1,0,0,5,5,NA,NA,NA,NA,5,4,2,3,10,1,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,4,4,4,0,1,1,4,4,1,1,10,NA,2,1,10
442,1,1,2,1,1,1,1,1,Upper River Region,TRUE,TRUE,1.082640697857621,1.5073193912530574,0,1,0,1,1,1,4.57142857142857,4,3,3.57142857142857,4,5,23,2,1,1,0,73,1,1,0,NA,1,5,NA,15,15,2,4,5,3,4,5,0,Trader/hawker/vendor,5,5,2,5,1,1,1,1,1,NA,2,4,0,2,5,10,4,1,10
443,1,1,2,5,1,3,2,0,Greater Banjul Area,TRUE,TRUE,1.1005107877568217,1.5403572043215934,1,1,0,0,1,1,3,4,2,3.14285714285714,4,3,36,3,1,0,1,53,1,NA,1,NA,3,3,NA,NA,NA,NA,2,2,2,2,5,4,Other,4,2,4,3,3,1,2,1,5,3,1,1,0,2,NA,10,2,2,10
444,0,0,NA,NA,1,NA,NA,1,Greater Banjul Area,FALSE,FALSE,1.0609284985840113,1.2998076192265478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,1,1,0,53,0,0,NA,NA,3,3,1,2,1,NA,NA,NA,NA,NA,15,3,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,10
445,1,0,4,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.2163965666957142,1.9005755051375348,NA,NA,NA,NA,NA,NA,4,3.33333333333333,4,NA,NA,NA,30,2,1,1,0,60,0,1,1,NA,8,7,3,4,3,2,4,NA,4,NA,6,3,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,NA,4,NA,1,NA,2,NA,1,NA,1,NA,1,1,10,NA,2,NA,10
446,1,0,3,NA,1,2,NA,0,Greater Banjul Area,TRUE,FALSE,1.1353395992045832,1.67863318781489,NA,NA,NA,NA,NA,NA,3,3.33333333333333,5,NA,NA,NA,24,3,0,0,0,47,0,0,0,NA,4,3,0,3,2,1,3,NA,2,NA,4,8,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",4,NA,2,NA,0,NA,3,NA,1,NA,1,NA,1,1,3,NA,4,NA,9
447,1,1,4,2,1,1,1,1,West Coast Region,TRUE,TRUE,1.0440754266367174,1.3911952106875687,1,1,1,0,1,0,3.71428571428571,4.66666666666667,1,4,3.33333333333333,1,30,2,1,1,0,47,0,1,1,1,1,5,0,25,5,0,4,4,2,4,15,0,Retail/Shop,2,NA,5,4,2,4,2,4,1,3,4,1,1,1,8,5,2,1,0
448,1,0,5,NA,3,3,NA,1,Upper River Region,TRUE,FALSE,1.1010032970337225,1.5563670475969875,NA,NA,NA,NA,NA,NA,4.42857142857143,3.66666666666667,4,NA,NA,NA,24,2,0,1,0,60,1,1,1,NA,NA,NA,NA,7,4,4,5,NA,5,NA,3,0,Agriculture/farming/fishing/forestry,5,NA,5,NA,4,NA,2,NA,1,NA,2,NA,0,2,10,NA,2,NA,10
449,1,1,4,2,1,2,1,0,West Coast Region,TRUE,TRUE,1.0456773397636432,1.2506827991168568,0,0,1,0,0,0,3.28571428571429,4,2,3.85714285714286,4.33333333333333,5,30,3,0,1,0,60,1,1,1,1,7,7,4,1,1,0,3,5,2,3,5,2,Other,3,2,2,4,2,2,2,1,1,1,2,4,0,2,8,8,2,2,10
451,1,1,1,2,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0784162420733132,1.4958178363098305,0,0,1,0,0,0,5,3.66666666666667,3,4,4,4,36,3,1,1,0,67,0,1,0,0,NA,NA,NA,10,10,0,3,2,4,2,1,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",5,4,2,2,2,4,4,4,1,2,3,3,1,1,10,7,2,2,10
452,1,1,1,5,3,1,2,0,Greater Banjul Area,TRUE,TRUE,1.04271297946054,1.2295466455833668,1,1,1,0,1,0,4,3.33333333333333,1,4,3.66666666666667,1,34,2,1,1,0,67,0,1,1,1,5,3,0,8,5,2,5,4,4,4,11,7,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,5,5,1,3,2,2,2,1,3,2,1,1,8,5,2,2,10
453,1,1,1,3,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.0447616549043939,1.2428820160302596,1,0,0,0,0,0,4,3.33333333333333,5,3.71428571428571,3.33333333333333,4,26,2,1,1,0,60,0,0,0,0,7,5,0,4,3,0,4,4,2,3,5,1,Retail/Shop,4,3,4,3,2,4,2,4,2,2,2,3,1,1,10,8,3,4,10
454,0,0,NA,NA,2,NA,NA,1,Greater Banjul Area,FALSE,FALSE,1.08626864938518,1.4635839354748827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,1,1,0,53,1,1,NA,NA,6,4,0,5,5,0,NA,NA,NA,NA,5,1,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,2,NA,NA,NA,NA,10
455,1,1,5,5,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.159275785991266,1.6314091428729083,1,0,0,1,0,1,2.28571428571429,3,2,4.42857142857143,2.33333333333333,1,34,2,0,1,0,67,1,1,1,1,5,2,1,10,10,7,4,5,2,2,6,2,Other,4,4,4,5,2,2,1,1,1,1,1,3,0,2,10,10,1,2,0
456,1,0,2,NA,1,1,NA,1,Upper River Region,TRUE,FALSE,1.0936840654939437,1.507493735016662,NA,NA,NA,NA,NA,NA,4.71428571428571,4.33333333333333,3,NA,NA,NA,26,2,0,1,0,80,0,1,1,NA,1,1,NA,5,5,1,4,NA,4,NA,2,2,Agriculture/farming/fishing/forestry,4,NA,4,NA,3,NA,2,NA,1,NA,2,NA,1,1,10,NA,2,NA,8
457,1,1,2,2,1,1,3,1,West Coast Region,TRUE,TRUE,1.081654071610886,1.4364423040321643,1,1,0,0,1,0,4.57142857142857,2.66666666666667,4,4.71428571428571,4,1,29,2,1,0,0,60,1,0,1,1,NA,NA,NA,15,8,2,4,5,4,2,2,2,None,4,5,4,5,1,1,2,2,1,1,2,3,0,2,5,8,2,1,10
458,1,1,2,4,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0680096881125196,1.3382561816283842,1,0,1,0,1,0,4.14285714285714,3.33333333333333,1,3.28571428571429,3.66666666666667,1,33,3,0,1,0,80,0,1,1,1,5,0,1,10,7,1,2,2,4,2,10,1,Housewife/homemaker,4,4,2,2,2,2,2,2,1,1,3,4,1,1,6,7,3,1,9
460,1,0,4,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.0718531706114236,1.3592917790719863,NA,NA,NA,NA,NA,NA,2.85714285714286,1.66666666666667,1,NA,NA,NA,32,3,1,1,0,80,1,1,0,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,20,4,Other,5,NA,5,NA,3,NA,3,NA,3,NA,2,NA,0,2,10,NA,3,NA,8
461,1,1,2,1,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.1677526026161444,1.687450790530514,0,0,0,0,0,0,2.28571428571429,3.33333333333333,5,1.71428571428571,4.33333333333333,5,25,2,1,1,0,87,0,1,NA,NA,1,1,NA,5,NA,NA,3,1,1,1,10,1,Agriculture/farming/fishing/forestry,3,2,2,1,0,1,0,2,1,1,1,1,1,1,NA,5,1,1,10
462,1,1,5,4,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.1710322298273397,1.705773349366851,1,0,1,0,1,0,3.71428571428571,3.33333333333333,5,4,3,1,37,2,0,1,0,47,0,1,1,1,4,4,3,7,7,2,4,4,4,3,4,3,None,4,4,4,4,1,2,1,2,1,1,1,1,0,0,10,6,1,3,10
463,1,1,3,3,3,1,3,1,Greater Banjul Area,TRUE,TRUE,1.0471217183370822,1.1854769797430738,1,0,1,0,0,0,4.14285714285714,2.66666666666667,2,4,3.66666666666667,4,34,2,1,1,0,47,0,1,1,1,2,4,4,15,6,5,3,3,2,3,10,5,Trader/hawker/vendor,4,3,4,3,0,2,0,2,1,1,1,3,1,1,10,8,2,3,0
464,1,1,2,2,2,1,1,0,Greater Banjul Area,TRUE,TRUE,1.0888061785820784,1.5171462948525816,1,0,0,0,1,1,2.57142857142857,3,4,2.85714285714286,3.33333333333333,5,27,2,0,1,0,60,1,1,1,0,NA,NA,NA,NA,NA,NA,3,4,5,2,0,0,Retail/Shop,2,4,3,2,3,2,1,3,3,1,NA,4,0,2,10,10,1,3,4
466,1,1,2,3,3,1,1,1,West Coast Region,TRUE,TRUE,1.0551395740029734,1.422005215321181,1,0,0,0,0,0,4.28571428571429,3.33333333333333,4,4,4,1,25,2,1,1,0,67,0,1,1,1,4,3,2,6,2,2,3,2,4,2,30,0,Other,3,4,4,2,2,1,2,2,1,1,2,1,1,1,7,10,2,1,10
467,1,1,4,4,1,1,1,1,West Coast Region,TRUE,TRUE,1.1017368904002023,1.5555625882879978,1,0,1,0,1,0,2.57142857142857,3,1,2.42857142857143,4.33333333333333,2,29,2,1,1,0,60,1,1,1,1,2,2,NA,5,5,1,4,4,2,3,5,0,Trader/hawker/vendor,4,2,4,4,1,2,2,2,1,2,4,4,0,2,5,3,2,3,10
469,1,1,4,3,2,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0889679893130642,1.3578955973830078,1,0,1,0,1,0,4,3.33333333333333,4,4,3.33333333333333,4,27,2,0,1,0,60,1,0,0,0,2,1,1,5,5,2,3,4,3,3,6,2,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,3,4,4,2,3,3,2,2,3,4,3,0,2,6,6,1,2,10
470,1,1,3,1,1,1,1,0,West Coast Region,TRUE,TRUE,1.0757443071703527,1.458230342337922,0,0,0,0,0,1,4,3.66666666666667,5,3.57142857142857,2.66666666666667,4,25,2,1,0,1,47,0,0,1,NA,1,NA,4,20,4,6,4,4,3,2,8,10,Agriculture/farming/fishing/forestry,4,3,4,4,1,1,1,1,1,1,3,1,1,1,10,9,1,2,0
471,1,1,2,2,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.2593307992525589,1.5708527846920504,1,0,0,1,1,0,4.71428571428571,4,3,4,4,4,30,2,0,1,0,60,1,NA,NA,1,NA,NA,NA,9,6,4,3,3,5,4,6,0,Student,2,3,3,3,1,3,1,3,1,1,NA,1,0,2,10,10,3,3,10
472,1,1,4,4,1,1,3,1,Lower River Region,TRUE,TRUE,1.080993274896083,1.4347601300341213,0,0,1,0,1,0,4.28571428571429,2.66666666666667,5,4.42857142857143,4,1,25,2,0,1,0,60,1,1,1,1,NA,NA,NA,1,1,1,4,4,2,2,4,3,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",4,2,4,4,1,0,1,1,1,1,3,4,0,2,6,7,4,1,10
473,1,1,2,2,3,3,1,1,Upper River Region,TRUE,TRUE,1.065711620574597,1.3051847807860215,1,1,1,0,1,1,3.71428571428571,3.33333333333333,4,4,3.33333333333333,4,33,2,1,0,0,60,0,1,NA,1,4,2,0,30,25,2,4,4,2,4,4,0,Trader/hawker/vendor,4,4,4,4,5,4,2,2,1,1,4,4,1,1,2,2,2,1,0
474,1,1,5,3,2,1,2,1,Greater Banjul Area,TRUE,TRUE,1.081836185639386,1.4728260703766363,1,1,0,0,1,0,4.57142857142857,3.66666666666667,1,4,3.33333333333333,5,35,2,1,0,0,60,0,1,1,0,NA,NA,NA,4,4,2,4,4,5,3,9,3,Trader/hawker/vendor,4,4,4,4,3,4,3,4,1,2,3,1,1,1,10,7,4,2,10
475,1,1,3,3,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0621196739146894,1.3077983624455953,0,0,0,1,1,0,4.85714285714286,4,1,4.14285714285714,3.66666666666667,2,28,3,0,1,0,67,1,1,1,1,NA,NA,NA,10,10,3,3,4,4,3,5,0,Retail/Shop,4,4,4,5,4,3,3,3,1,1,3,3,0,2,5,8,3,3,10
476,1,1,2,5,1,1,2,1,West Coast Region,TRUE,TRUE,1.052462447053306,1.4149552938422343,0,0,0,0,0,0,3.71428571428571,3,4,4.42857142857143,4,1,31,3,0,1,0,60,1,1,0,1,3,3,2,10,7,4,3,5,2,2,4,4,Other,3,5,4,5,2,2,2,2,1,1,2,2,0,2,10,NA,2,1,10
477,1,1,2,2,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.2473876873072831,1.7528649761830537,1,1,1,1,1,0,3.42857142857143,3,4,4,4,4,27,2,1,0,1,60,0,0,0,1,NA,NA,NA,10,2,0,2,2,4,2,7,4,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,2,2,1,2,2,2,1,3,3,1,1,5,10,2,1,5
478,1,1,2,4,1,1,2,0,Upper River Region,TRUE,TRUE,1.059621874810677,1.3155637754986145,1,1,0,0,1,0,4,3,4,3.14285714285714,3.33333333333333,1,32,2,0,1,0,60,0,1,1,1,NA,NA,NA,20,10,0,5,5,2,2,5,2,Agriculture/farming/fishing/forestry,4,4,5,5,2,2,2,3,1,1,1,1,1,1,1,5,1,1,0
479,1,1,3,3,1,1,2,0,Greater Banjul Area,TRUE,TRUE,1.043548034461329,1.2356647299281955,0,1,1,0,0,0,2.42857142857143,4,3,3,4,3,34,2,1,1,0,87,0,0,NA,0,4,2,0,2,2,0,3,4,2,3,6,6,Agriculture/farming/fishing/forestry,5,1,4,4,NA,3,NA,3,NA,3,3,4,1,1,NA,7,3,3,10
480,1,0,2,NA,1,1,NA,1,Greater Banjul Area,TRUE,FALSE,1.0857802196496145,1.4779419100627218,NA,NA,NA,NA,NA,NA,3.71428571428571,4,4,NA,NA,NA,33,2,0,1,0,60,1,1,1,NA,NA,NA,NA,5,3,0,2,NA,4,NA,2,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,3,NA,0,2,NA,NA,1,NA,10
481,1,0,2,NA,1,2,NA,0,Greater Banjul Area,TRUE,FALSE,1.1823266786093651,1.7396537808521297,NA,NA,NA,NA,NA,NA,2,3.33333333333333,2,NA,NA,NA,28,2,0,0,0,60,0,1,1,NA,NA,NA,NA,7,7,NA,4,NA,2,NA,3,0,Housewife/homemaker,4,NA,4,NA,1,NA,2,NA,1,NA,3,NA,1,1,8,NA,1,NA,5
482,1,1,2,2,1,1,1,0,Upper River Region,TRUE,TRUE,1.0509407262925343,1.2813339052151287,1,1,0,0,1,0,2.71428571428571,2.66666666666667,5,4.42857142857143,4.33333333333333,3,23,2,1,1,0,53,0,1,0,0,4,2,1,7,4,2,4,3,2,2,10,1,Retail/Shop,4,3,5,2,3,3,0,3,1,1,2,4,1,1,10,10,1,3,0
484,1,1,2,2,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.1316025114866717,1.4871677448095728,1,1,0,0,0,0,2,2.33333333333333,1,3.42857142857143,3.33333333333333,5,31,3,1,0,0,47,1,1,1,0,NA,NA,NA,5,3,NA,5,4,2,2,3,2,Supervisor/Foreman/Senior manager,4,3,5,5,3,4,3,4,3,2,4,2,0,2,4,7,3,3,3
485,1,1,2,3,1,1,1,1,Upper River Region,TRUE,TRUE,1.2737932734956794,2.1491454603397915,1,0,1,1,1,1,4.85714285714286,4,4,4.42857142857143,3.66666666666667,4,27,2,0,1,0,53,0,1,1,1,1,1,NA,24,7,9,3,4,2,4,3,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,5,3,3,3,3,2,2,2,3,1,1,7,2,1,2,10
486,0,0,NA,NA,1,NA,NA,0,Upper River Region,FALSE,FALSE,1.18980784754491,1.8268237703133001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,1,0,0,67,0,0,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,20,10,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,10
487,1,1,4,5,1,1,2,0,West Coast Region,TRUE,TRUE,1.0509282529873771,1.4126321890058058,0,0,0,0,0,NA,3.42857142857143,4,5,3.85714285714286,4,2,31,2,1,1,0,60,0,0,NA,0,5,5,5,10,10,NA,4,4,2,1,4,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,2,2,3,2,5,2,3,3,1,1,7,6,2,1,10
488,1,0,2,NA,1,1,NA,1,Greater Banjul Area,TRUE,FALSE,1.0453719792717675,1.291979264845404,NA,NA,NA,NA,NA,NA,4.57142857142857,2.33333333333333,4,NA,NA,NA,32,2,1,0,0,53,0,1,NA,NA,5,2,5,10,5,5,5,NA,2,NA,3,4,Retail/Shop,5,NA,4,NA,2,NA,0,NA,1,NA,1,NA,0,0,10,NA,2,NA,5
489,1,1,2,2,1,1,1,0,Upper River Region,TRUE,TRUE,1.0985731254341475,1.4051863989072575,1,1,0,0,0,0,3.14285714285714,3.66666666666667,4,3.14285714285714,3.33333333333333,4,32,2,1,1,0,87,0,1,NA,0,NA,NA,NA,2,2,NA,4,4,2,2,10,2,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,1,4,2,4,1,1,4,1,1,1,7,5,1,1,10
491,1,0,2,NA,1,1,NA,1,Greater Banjul Area,TRUE,FALSE,1.144725174874744,1.7986611094297453,NA,NA,NA,NA,NA,NA,3.85714285714286,3.33333333333333,3,NA,NA,NA,34,3,0,0,1,80,0,0,0,NA,7,NA,NA,20,15,3,2,NA,2,NA,5,2,Retail/Shop,4,NA,4,NA,4,NA,0,NA,1,NA,4,NA,1,1,7,NA,4,NA,10
493,1,1,5,5,NA,1,1,0,Lower River Region,TRUE,TRUE,1.0539940989393521,1.2913535331758637,1,0,1,0,1,0,4,3.33333333333333,2,4.28571428571429,3.33333333333333,5,21,2,0,0,0,73,0,1,1,1,NA,NA,NA,NA,NA,NA,4,4,2,2,NA,0,Retail/Shop,4,2,4,2,2,2,1,1,1,1,NA,2,0,0,7,7,2,2,6
494,1,1,5,1,NA,1,1,1,West Coast Region,TRUE,TRUE,1.1328959364756392,1.4059349427767582,1,1,0,0,0,0,4,3.33333333333333,1,4,2.33333333333333,4,28,2,1,1,0,60,1,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,2,2,NA,0,Clerical or secretarial,5,4,4,4,2,2,2,2,1,1,NA,3,0,2,10,8,1,1,5
495,1,1,4,4,NA,1,3,0,Greater Banjul Area,TRUE,TRUE,1.0977280048640305,1.6136781280589676,1,0,0,0,0,0,4.14285714285714,3.66666666666667,5,3.71428571428571,3.33333333333333,1,28,2,1,1,0,53,1,1,0,0,NA,NA,NA,NA,NA,NA,4,5,2,4,NA,0,None,4,4,4,4,2,3,2,3,2,1,2,3,0,2,8,10,2,1,5
496,1,0,4,NA,NA,1,NA,0,Upper River Region,TRUE,FALSE,1.1297716280514676,1.711647614262942,NA,NA,NA,NA,NA,NA,4.42857142857143,3.66666666666667,5,NA,NA,NA,30,3,1,1,0,60,1,1,0,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,8,0,Other,5,NA,5,NA,2,NA,2,NA,2,NA,NA,NA,0,2,9,NA,2,NA,8
498,1,1,3,3,2,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0959857863559685,1.3952388497336936,1,1,1,0,0,0,3.85714285714286,3,2,3.85714285714286,4,1,36,2,1,1,0,53,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,4,1,2,NA,0,Retail/Shop,4,3,4,4,0,3,0,3,3,2,NA,4,0,2,5,10,3,3,8
1000,1,0,4,NA,1,1,NA,1,West Coast Region,TRUE,FALSE,1.04903450095199,1.4314830963728784,NA,NA,NA,NA,NA,NA,4,3.33333333333333,2,NA,NA,NA,23,3,1,0,0,100,0,1,1,NA,3,3,2,50,30,2,4,NA,4,NA,10,1,Student,2,NA,4,NA,2,NA,2,NA,1,NA,3,NA,0,0,9,NA,2,NA,7
1001,1,1,1,1,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.123946523823117,1.487219951238356,0,1,1,1,0,0,4.85714285714286,4,5,4,4,4,35,3,0,1,0,100,1,NA,0,NA,NA,NA,NA,2,NA,0,2,2,5,3,25,5,Trader/hawker/vendor,2,2,4,2,0,4,0,5,1,1,4,4,0,2,10,10,2,1,9
1002,1,1,5,4,3,3,3,0,Greater Banjul Area,TRUE,TRUE,1.047916481631531,1.2961068612626934,1,0,1,0,0,0,3.71428571428571,3.33333333333333,4,3.85714285714286,3.33333333333333,4,31,3,1,0,1,93,1,1,0,0,2,1,2,26,13,5,5,5,2,4,8,7,Agriculture/farming/fishing/forestry,4,5,5,5,3,0,3,0,NA,1,4,4,0,2,5,5,1,2,5
1003,1,1,3,3,2,2,1,0,Greater Banjul Area,TRUE,TRUE,1.056528939470071,1.4255749654165328,0,0,0,0,0,1,2.57142857142857,4,1,2.85714285714286,3.66666666666667,1,35,2,1,1,0,93,1,1,1,1,NA,NA,NA,15,4,4,5,5,1,2,6,1,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",5,5,5,5,1,1,1,5,2,5,1,4,0,2,10,3,1,1,0
1004,1,0,4,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.069626002793824,1.3403859256713497,NA,NA,NA,NA,NA,NA,2.57142857142857,4,3,NA,NA,NA,24,2,0,0,0,93,0,1,1,NA,5,3,0,6,0,0,NA,NA,2,NA,2,1,Retail/Shop,4,NA,4,NA,3,NA,2,NA,1,NA,2,NA,1,1,10,NA,1,NA,10
1005,1,1,2,4,3,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0821101647669507,1.407921136630989,0,1,0,0,0,0,3.71428571428571,4,4,3.71428571428571,3.66666666666667,2,26,3,1,1,0,93,0,1,0,1,1,8,2,15,10,2,4,4,2,4,1,0,Supervisor/Foreman/Senior manager,4,3,4,4,0,3,0,1,1,2,2,3,1,1,10,5,2,3,8
1006,1,0,5,NA,3,1,NA,1,Greater Banjul Area,TRUE,FALSE,1.1718527625972655,1.8523373801183836,NA,NA,NA,NA,NA,NA,5,3.33333333333333,2,NA,NA,NA,35,2,0,1,0,93,0,1,1,NA,1,1,1,3,3,3,5,NA,2,NA,3,2,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",5,NA,5,NA,NA,NA,3,NA,1,NA,1,NA,1,1,3,NA,4,NA,0
1007,1,1,2,5,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.1131963406877208,1.473657306794055,1,1,1,1,1,0,2.57142857142857,2.66666666666667,5,3.85714285714286,3.33333333333333,4,25,2,1,1,0,93,0,0,0,0,3,3,0,10,5,0,4,4,2,2,4,3,Student,2,4,4,4,5,4,5,3,1,1,4,4,1,1,10,10,4,5,8
1008,1,0,2,NA,1,1,NA,1,Upper River Region,TRUE,FALSE,1.079445510946518,1.513914740740915,NA,NA,NA,NA,NA,NA,3.42857142857143,3.33333333333333,4,NA,NA,NA,33,3,1,0,1,93,0,1,0,NA,2,2,NA,1,1,NA,2,NA,2,NA,NA,0,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",4,NA,4,NA,2,NA,0,NA,1,NA,1,NA,1,1,10,NA,2,NA,7
